770
1	2
3	4
5	6
7	8
5	9
12	13
13	15
14	15
15	16
16	17
18	19
12	21
13	21
16	23
17	23
16	24
23	24
8	25
3	26
7	26
8	26
3	27
4	27
5	27
26	27
12	28
13	28
14	28
15	28
18	30
22	30
18	31
30	31
30	32
31	32
11	33
11	34
18	34
31	34
32	34
33	34
20	35
29	35
19	36
20	36
35	36
39	40
40	41
38	44
40	44
40	45
41	45
42	45
44	45
42	46
42	47
46	47
48	50
46	51
49	51
55	56
57	58
54	59
58	59
20	60
36	60
36	61
61	62
52	63
56	66
58	68
59	68
67	68
49	69
67	69
48	70
49	70
48	71
61	71
62	71
70	71
22	72
36	72
61	72
22	73
37	73
24	74
52	74
73	74
52	76
75	77
65	79
78	79
79	80
55	81
65	81
79	81
80	81
57	82
58	82
59	82
57	83
60	84
75	85
84	85
75	86
76	86
60	87
75	87
84	87
85	87
86	87
85	88
2	90
2	91
90	91
89	93
91	94
2	96
91	96
94	96
90	97
91	97
94	97
89	98
96	98
4	99
89	100
90	100
98	100
5	101
5	102
9	102
101	102
22	103
23	103
30	103
20	104
21	104
60	104
86	104
87	104
22	105
30	105
36	105
72	105
22	106
23	106
24	106
73	106
74	106
103	106
13	107
15	107
16	107
24	107
74	107
5	108
7	108
27	108
8	109
25	109
14	110
15	110
16	110
17	110
32	110
11	111
29	111
33	111
28	112
111	112
22	113
48	113
50	113
72	113
38	114
47	115
42	116
43	116
44	116
45	116
41	117
50	117
51	117
52	118
74	118
76	118
86	118
104	118
64	119
65	119
78	119
79	119
53	120
78	120
55	121
56	121
65	121
81	121
57	122
58	122
62	123
83	123
84	123
38	124
43	125
64	125
43	126
115	126
125	126
46	127
47	127
67	127
66	128
67	128
68	128
127	128
62	129
70	129
71	129
122	129
76	130
120	131
130	131
78	132
120	132
130	132
131	132
77	133
130	133
132	133
77	134
80	134
133	134
54	135
55	135
80	136
134	136
57	137
82	137
83	137
88	137
135	138
136	138
77	139
134	139
136	139
83	140
84	140
85	140
88	140
123	140
137	140
3	141
4	141
1	142
2	142
96	142
98	142
100	142
5	143
6	143
9	143
10	143
6	144
10	144
143	144
12	145
21	145
28	145
35	145
9	146
10	146
25	146
102	146
143	146
34	147
110	147
32	148
34	148
110	148
147	148
18	149
19	149
33	149
34	149
111	149
39	150
40	150
41	150
50	150
117	150
46	151
49	151
51	151
67	151
69	151
127	151
48	152
61	152
71	152
72	152
113	152
53	153
64	153
78	153
119	153
120	153
53	154
64	154
124	154
153	154
56	155
121	155
125	155
126	155
53	156
63	156
114	156
54	157
59	157
66	157
68	157
128	157
57	158
62	158
83	158
122	158
123	158
129	158
75	159
76	159
77	159
86	159
130	159
133	159
82	160
88	160
137	160
138	160
94	161
97	161
92	162
99	163
141	163
89	164
93	164
98	164
95	165
75	166
77	166
85	166
88	166
139	166
88	167
136	167
138	167
139	167
160	167
166	167
54	168
59	168
82	168
135	168
138	168
160	168
55	169
80	169
81	169
135	169
136	169
138	169
78	170
79	170
80	170
132	170
133	170
134	170
37	171
52	171
63	171
73	171
74	171
49	172
69	172
70	172
122	172
129	172
47	173
66	173
115	173
127	173
128	173
64	174
65	174
119	174
121	174
125	174
155	174
43	175
64	175
124	175
125	175
154	175
38	176
43	176
44	176
116	176
124	176
175	176
53	177
63	177
120	177
131	177
156	177
38	178
53	178
114	178
124	178
154	178
156	178
37	179
63	179
114	179
156	179
171	179
36	180
60	180
61	180
62	180
84	180
123	180
58	181
67	181
68	181
69	181
122	181
172	181
56	182
66	182
115	182
126	182
155	182
173	182
54	183
55	183
56	183
66	183
135	183
157	183
21	184
74	184
104	184
118	184
52	185
63	185
76	185
130	185
131	185
177	185
48	186
49	186
50	186
51	186
70	186
117	186
41	187
42	187
45	187
46	187
51	187
117	187
42	188
43	188
47	188
115	188
116	188
126	188
37	189
39	189
114	189
179	189
38	190
39	190
40	190
44	190
114	190
189	190
22	191
39	191
50	191
113	191
150	191
22	192
37	192
39	192
73	192
189	192
191	192
18	193
19	193
30	193
36	193
105	193
19	194
35	194
36	194
19	195
29	195
35	195
111	195
149	195
194	195
28	196
29	196
35	196
111	196
112	196
145	196
7	197
144	197
7	198
111	198
112	198
25	199
109	199
146	199
147	199
7	200
26	200
27	200
108	200
5	201
6	201
7	201
108	201
144	201
197	201
25	202
101	202
102	202
146	202
13	203
21	203
74	203
107	203
184	203
20	204
21	204
35	204
104	204
145	204
17	205
23	205
30	205
32	205
103	205
110	205
7	206
8	206
109	206
198	206
3	207
8	207
25	207
26	207
101	207
141	207
202	207
92	208
93	208
95	208
161	208
93	209
95	209
164	209
208	209
93	210
97	210
161	210
208	210
92	211
